videoId,title,timestamp,viewCount,likeCount,commentCount,subscriberCount
_1WtKPpQ8Ow,Sanju a humble man💛#cricket #sanjusamson #csk #ipl2026 #cricketlovers,2026-04-15 01:29:37 AM,103517,10188,96,172000
9lriTE9Yo_Q,Leg spin bowling action in correct form 💀✅.........#cricket #short,2026-04-15 01:29:37 AM,1911,,2,43
fHVlzV96t_U,#yt #milkchocolate #darkchocolate #sweetcravings #foodtrend #viralfood #short #viralshorts #ytshorts,2026-04-15 01:29:37 AM,13101,89,0,294
leHc-O3U18c,"Qatar, Saudiக்கு ‘Nuclear’ ஆபத்து - Bushehr Plant அருகே விழுந்த US Missiles; Iranஇல் நடந்த Attack",2026-04-15 01:29:37 AM,6915,97,0,4850000
Mi6FsR-44Kk,'बेहतर होगा ईरान...' बातचीत से पहले Trump की धमकी | Iran US Ceasefire | US Iran War #shorts #viral,2026-04-15 01:29:37 AM,58857,432,8,25100000
pNPAcLe42hU,சாலையின் குறுக்கே தெருநாய் வந்ததால் விபத்து - இளைஞர் பலி...,2026-04-15 01:29:37 AM,14210,86,9,12600000
wesP-Z8kZhM,curiosidades do youtube rs #6,2026-04-15 01:29:37 AM,12270,73,1,8220
i6Gsxm3wjlw,Barro comestible?! 😯 #viral #food #shorts,2026-04-15 01:29:37 AM,455754,20106,387,1260000
BNpU40NEfWs,Kaam karane ke liye bolti hogi 😂,2026-04-15 01:29:37 AM,25492,756,11,97700
dVQy9BPIf-o,#song ए जान शादी कर बोगे कम एज में 😋 #short video 💯👍📷,2026-04-15 01:29:37 AM,730,10,1,2760
mkt5qXA79nQ,Fake Horse In War 🤯!#ayushquest #shorts,2026-04-15 01:29:37 AM,3735,45,1,236000
BYJDns94McU,Salah sasaran #shorts #viral #comedy,2026-04-15 01:29:37 AM,211118,1592,12,5500000
0shYgGgd_h4,Trump Considers Removing Some US Troops From Europe Amid NATO Strains,2026-04-15 01:29:37 AM,55509,5187,36,344000
erQOFiQUxnY,"Introducing the ""VitalWear SmartBand,"" a next-generation wearable gadget",2026-04-15 01:29:37 AM,884676,,33,224000
tofoGU1LGmk,Premium Quality 🔥 Cotton Outfits ✨ #shorts #short #shortvideo #youtubeshorts #shortsfeed #trending,2026-04-15 01:29:37 AM,2346,34,8,12200
